Back Offset, Front Offset, Side Offset, Top Offset, Mesh Base, Mesh Max Tet, Mesh Min, Mesh Target, Prism Layer Thickness, DF Coef [],Drag Coef [], DF [N], Drag [N], Maximum Memory [MiB], Total Solver Elapsed Time [min], Cell Count, Face Count, Vertex Count, Iteration, Continuity, Energy, Tdr, Tke, X-momentum, Y-momentum, Z-momentum, Error, Comment
2.5 m, 3.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.259453379660872,0.516613006599404,2.53883269150644,5.05522029324253,4337.546875,24.3831519376333,690269,2055613,787796,1000,2.51918235712229E-06,1.98733213832686E-06,9.26754001818971E-07,3.24807100600916E-07,3.58996097721889E-08,0.00027186242684323,9.96317434630374E-06, N/A , N/A
3.0 m, 4.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.273585283601844,0.546380650750085,2.6771178037122,5.34650602718696,3847.96875,9.81506006726667,279112,831399,320068,1000,2.05288491295234E-05,1.61160640227585E-05,6.64237679507993E-07,1.5924674117034E-06,3.48848959078237E-07,0.000706202246308509,4.3480293795908E-05, N/A , N/A
3.0 m, 4.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.265587184237681,0.524985990052529,2.59885389301582,5.1371525623231,3919.46875,12.6380803694667,367381,1094020,422687,1000,1.33807683556148E-06,1.07143171198797E-06,1.72906042853987E-07,1.39669826442715E-07,3.88855708233881E-08,5.7100570899984E-05,3.26766789212602E-06, N/A , N/A
3.0 m, 4.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.275517799741752,0.520114114439565,2.69602808022999,5.08947973149964,4029.64453125,16.3692391389167,475864,1416123,545447,1000,5.05969328514842E-06,3.97643876197023E-06,6.13116422080045E-07,6.01087281857174E-07,1.09541511917126E-07,0.000420829328609995,1.86868687100433E-05, N/A , N/A
3.0 m, 4.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,-39.1771887294244,-27.4931449613669,-383.361078732483,-269.029046033161,4237.5546875,2.65684306655,604888,1800411,691164,147,1.59443213640255,1.28240838892547,0.309312275115343,0.90395575702848,0.100816959723973,223.219545319537,26.2724039997082, A floating point error has occurred. The following error has been logged:  Detected a non-finite value in AMG Resiudal.Please check your usage and inputs.Command: RunSimulation   command: CommandComplete   error: Server Error , N/A
3.0 m, 4.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.308989130049454,0.509742782704457,3.02355554479599,4.98799299774437,4472.4375,26.9913332003333,755393,2248999,859804,1000,5.77366514764231E-06,4.53572864077824E-06,8.97581671323318E-07,7.44956238756366E-07,1.04128806040484E-07,0.000818704673149147,2.19717703137278E-05, N/A , N/A
3.5 m, 4.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.258247538504329,0.54222111633829,2.52703315760561,5.30580367842622,3899.7421875,10.3001364664166,289394,861712,332568,1000,1.35846493180182E-05,1.06781280597936E-05,7.19096217065412E-07,8.83391627724102E-07,1.86186712924308E-07,0.00035281915589655,2.84933063311245E-05, N/A , N/A
3.5 m, 4.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.256663905417637,0.52567958909028,2.5115368111826,5.14393964643872,3942.79296875,13.8258441974,387515,1153700,446155,1000,5.12161222520035E-06,4.02567121563306E-06,4.44912077902662E-07,4.4257085347223E-07,8.98323906822727E-08,0.000344565234732173,1.41211973326755E-05, N/A , N/A
3.5 m, 4.5 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.254569903947665,0.519574799792543,2.49104635006401,5.08420236853503,4071.48828125,17.5751661541,507475,1510303,582137,1000,3.07623368056381E-06,2.42547867085871E-06,5.28521868065513E-07,2.57550958577928E-07,5.65285317447788E-08,0.000253073472882217,9.87874159432002E-06, N/A , N/A
3.5 m, 4.5 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.268930654444499,0.517299684294261,2.63157079759128,5.06193964984722,4310.796875,22.5624795139,650204,1935481,742951,1000,6.3797225825372E-06,5.01185705222385E-06,5.32240632022073E-07,4.85990281742651E-07,1.20608012783838E-07,0.000436141281285708,2.094347285007E-05, N/A , N/A
3.5 m, 4.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.268311416334207,0.516057794819002,2.62551135847244,5.04978737184203,4636.79296875,28.8384654137834,814976,2426573,927252,1000,2.60621664148091E-06,2.0596124478616E-06,4.24672404691656E-07,3.74317375055533E-07,3.83766353282213E-08,0.000392474657524261,1.07059888918382E-05, N/A , N/A
4.0 m, 5.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.277631242343531,0.54375859413265,2.71670877892057,5.32084838083822,3820.953125,10.263646973,298922,889878,344091,1000,2.14437974849754E-06,1.7026040388645E-06,5.11513677192199E-07,4.82601008731495E-07,1.57279463384525E-07,4.65981998533773E-05,5.8134749824578E-06, N/A , N/A
4.0 m, 5.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.256279996957334,0.51813168586983,2.50778014649456,5.07008104620213,3980.3046875,14.15799984615,406523,1209605,468019,1000,3.58774515205872E-06,2.83003930670635E-06,2.83231343263927E-07,3.12700564074443E-07,6.71075221345268E-08,0.000213686199251831,9.38923614691752E-06, N/A , N/A
4.0 m, 5.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.25914115040668,0.51679587083581,2.53577743033072,5.05700967714689,4076.33984375,18.8199492058833,538034,1601285,617730,1000,4.59820870448754E-06,3.61654856400993E-06,2.88051789571488E-07,3.04796053534306E-07,8.59515317219237E-08,0.000363053714259107,1.43075147256842E-05, N/A , N/A
4.0 m, 5.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.26865064005219,0.513761535465839,2.62883076894253,5.02731775390293,4335.5546875,24.1344815939166,695604,2070663,794517,1000,2.0678515933124E-06,1.69328376831031E-06,1.95062232285372E-07,1.60113532914399E-07,4.23630157145168E-08,0.000169998934884585,5.7829781532918E-06, N/A , N/A
4.0 m, 5.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.260973406540514,0.515609270629316,2.55370663124486,5.04539842197675,4780.19921875,30.62344059385,875623,2607356,995360,1000,2.30405238431398E-06,1.82413251903588E-06,5.3709014990934E-07,3.72433378003911E-07,5.61971260961833E-08,0.000237910040392322,8.8690750116026E-06, N/A , N/A
4.5 m, 5.5 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.272481945523831,0.536794611279761,2.66632129458249,5.25270362453126,3891.01953125,10.5456101092,308795,919163,356043,1000,2.66688215347536E-05,2.09524955464919E-05,9.61549012692558E-07,1.30262140663751E-06,3.69445327329941E-07,0.000659753599363632,5.25003157336334E-05, N/A , N/A
4.5 m, 5.5 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.245438529176265,0.521912442642711,2.40169298408231,5.10707693697129,4012.56640625,14.5023351774667,424701,1263597,489677,1000,2.87065964653602E-06,2.27445520138211E-06,1.64778983003298E-07,1.86215431569205E-07,4.11560749860565E-08,0.000136557274652308,7.04388636816511E-06, N/A , N/A
4.5 m, 5.5 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.284135316503691,0.506726807110549,2.7803531844295,4.9584807306673,4152.16796875,18.5993926825667,568433,1691861,652985,1000,4.58830829354768E-06,3.67121693769805E-06,3.03657402394345E-07,3.7417584032143E-07,7.06459774682754E-08,0.000346132953791133,1.5702542598487E-05, N/A , N/A
4.5 m, 5.5 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.263280823569363,0.512625644092756,2.57628543053989,5.01620270057137,4446.34375,24.9447079333,739484,2201288,844583,1000,3.95702464143001E-06,3.19712671779743E-06,8.60533768900812E-07,5.19307276170472E-07,8.47772756680094E-08,0.000494384179666506,1.72066661329698E-05, N/A , N/A
4.5 m, 5.5 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.308867984358603,0.507263452924608,3.02237009621648,4.96373197826436,4938.91796875,31.3646131786833,938507,2794880,1066337,1000,5.4049876412077E-05,4.24335926799356E-05,1.07420306092903E-06,3.86551418235055E-06,1.04345711811638E-06,0.00361532049885496,0.000155621252852428, N/A , N/A
5.0 m, 6.0 m, 1.0 m, 1.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.261296832096849,0.546881468608699,2.55687145174851,5.35140668700339,3818.19140625,10.40293036735,316568,941431,365139,1000,6.74251034916231E-07,5.83381355698378E-07,4.33298298451752E-08,3.85239974318551E-08,1.56910825377207E-08,7.38458632968398E-06,7.91387439202317E-07, N/A , N/A
5.0 m, 6.0 m, 2.0 m, 2.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.251636734819657,0.519220502040436,2.4623443702261,5.08073545391339,4028.51953125,14.7078973160167,444996,1323518,513209,1000,2.91266308753828E-06,2.30551204778326E-06,2.70660782452399E-07,2.46747030423178E-07,4.87475446163667E-08,0.000192810864574831,8.48090431182227E-06, N/A , N/A
5.0 m, 6.0 m, 3.0 m, 3.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.266790723151635,0.512766384437355,2.61063089875088,5.01757988898321,4195.0078125,20.1379815887834,602018,1790941,690845,1000,8.10169953101563E-06,6.36412370038132E-06,1.53324324044345E-06,7.01229066405655E-07,1.50053976950722E-07,0.000857941837919212,2.62460727353641E-05, N/A , N/A
5.0 m, 6.0 m, 4.0 m, 4.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.270287851296147,0.516291079463982,2.64485139443793,5.05207013525746,4568.0234375,26.22318048725,784528,2335043,895543,1000,2.37113717562315E-06,1.87979689348861E-06,6.45102774114224E-07,3.35394074062166E-07,6.71646616704895E-08,0.000232143897088003,8.29112513787885E-06, N/A , N/A
5.0 m, 6.0 m, 5.0 m, 5.0 m, 50.0 mm, 100.0 mm, 1.0 mm, 50.0 mm, 30.0 mm,0.263373691642692,0.516532249966662,2.57719417376332,5.05443006426371,5073.0390625,34.3608518977334,999368,2975623,1134085,1000,2.42747072802305E-06,1.93012248417018E-06,5.61874796769614E-07,2.90688476073718E-07,5.9034672510768E-08,0.00019232284496078,7.03721602915641E-06, N/A , N/A
